,tweet_id,author_id,tweet_text
31,1540889453845446662,1444208318071848964,Abortion is murder. There’s no other way around it. The SC ruled correctly. #Dobbs #AbortionIsMurder
32,1540729110439362560,1444208318071848964,Abortion is and always will be 100% murder. Facts are o not on leftists side. #AbortionIsNotHealthcare #AbortionIsMurder
33,1540338507796959232,1444208318071848964,"BREAKING: The Supreme Court has overturned Roe V Wade, returning abortion to be determined by the states. #RoeVsWade #AbortionCase"
34,1543334694527176704,1465577460922150914,"These are the terms to use!!!!
Either- 
Pro-choice or Pro-life

The media uses the terms ""anti-abortion""
And ""pro-abortion"" depending on which side of the issue they sit.

STOP TRYING TO MANIPULATE US!!!!!!"
35,1542136524803825667,1236147826775732224,Abortion is definitely not healthcare
36,1541851584887390213,999502366004142080,"Hang on… I get to Europe and then the first major war between two European countries since WW2 starts…

I leave America and after 50 years Roe vs Wade is finally overturned… 

Am… am I the problem?"
37,1541441709644857344,999502366004142080,Imagine telling somebody 10 years ago that Roe v Wade would be overturned because of Donald Trump
38,1541380947345653761,999502366004142080,I think it’s important to once again acknowledge that the average abortion doctor has killed far more kids than any school shooter.
39,1541262095462895616,999502366004142080,"Since it seems the media insists on referring to the pro life movement as “anti-abortion” now 

I propose we only refer to the pro choice crowd as “pro baby murder” or “pro infanticide” 

It’s only fair"
40,1540702154922594304,999502366004142080,How does it feel waking up in a world without Roe v Wade?
41,1540647973398360064,1044471003772907521,"Maybe we, as a society should reflect on our priorities and values. Am not anti-pets but we have to accept that at times we give more importance to them than our fellow human beings. And how about the unborn who are also human?"
42,1540601612342702082,1044471003772907521,Indirect abortion is an exception. It is justified by the principle of double effect or indirect willing in Christian Morality.
43,1540559656564625408,1044471003772907521,Roe v Wade just proved that we should not stop fighting for what is moral and right. Prayer is power.
44,1540537786897297409,1044471003772907521,"I believe that discussions on the issue of abortion should begin with the question of the fetus being human or not. If we disagree on that, it is hard to proceed."
45,1540493570611634176,1044471003772907521,"Abortion is a crime because it is killing the unborn. In the same way that we disapprove of pagnanakaw, pagsisinungaling, at panloloko, we must also fight killing in whatever form."
46,1540478616252739584,1044471003772907521,"I tell you, the ordeal of a woman who had undergone abortion, whether voluntarily or involuntarily, is excruciating and taxing physically, psychologically, and spiritually. Caring for those women had become an apostolate of the Catholic Church."
47,1540476483482701825,1044471003772907521,Empathy is given to the women who will be adversely affected by the SCOTUS overturning of Roe v Wade. None to the babies killed. I empathize for both. At least the mothers of those children will have a chance to recover. The babies are gone. Forever.
48,1540475423863164929,1044471003772907521,"What part of abortion, the killing of a fetus, a human being, is not clear to those who support it?"
49,1540473990849781760,1044471003772907521,"Now, the issue of Americans who protest against being taxed and using part of that tax to support abortion will be settled."
50,1540473573164216320,1044471003772907521,"If only for the more than 60 million recorded lives of fetuses that had been sacrificed for this Roe v Wade, the SCOTUS decision is a good start towards repentance and sincere effort to stop this crime against children."
51,1540471876849262593,1044471003772907521,Stopping of abortion is more moral than legal. The law penalizes but do not stop it just like other crimes. The law must be accompanied with a formation of consciences of people. Level of morality must be elevated.
52,1540470193989623808,1044471003772907521,One of the best morning! Woke up hours ago seeing tweets about the overturning of the Roe v Wade by the SCOTUS which renders abortion illegal in the US! It happened on the Feast of the Sacred Heart in the US and Feast of the Immaculate Heart of Mary here. Twin hearts at work!
53,1540403681715048448,1044471003772907521,The fight against abortion does not stop with the USSC overturning Roe V Wade and the 1992 affirmation of the right to it. We need to campaign against unwanted pregnancies and support women who are threatened with abortion. We save both the babies and the mothers.
54,1540402457670389760,1044471003772907521,The Solemnity of the Sacred Heart of Jesus is a call to repentance.The overturning of the legalization of abortion in the US is a good start. Let us ask forgiveness for the death of millions of babies due to abortions. May the cause of legalizing it here not see the light of day.
55,1540401407685120000,1044471003772907521,We never stopped until abortion is criminalized. They will not stop until it is legalized. The battle for the unborn and for the mother continues. We pray to the Spirit to enlighten us all. Both are important to us.
56,1540400064316641280,1044471003772907521,"It was providential that the USSC ruling prohibiting abortion happened on the Solemnity of the Sacred Heart of Jesus. God heard the pleading of His people. Specifically, God heard the voices of the unborn."
57,1540399524979478528,1044471003772907521,"The landmark decision of the USSC to reverse the 1973 Roe v Wade allowing abortion and the 1992 Planned Parenthood case which affirmed it, will be the cause of more fiery discussions in the future."
58,1540397992259112961,1044471003772907521,USSC rocked the American people by overturning Roe v Wade in a recent decision. Anti-abortion advocates lauded the decision in favor of lives of babies that will be saved while pro-abortionists lamented the deprivation of women’s rights to decide for their own bodies.
59,1540342638292918273,1236147826775732224,ROE V WADE IS OVER WOOOOOO
60,1540324944634155009,1236147826775732224,"👈🏾this account supports the overturn of the Roe v. Wade tbh, because I stand for life and I refuse to condone anything demonic. 

Not now. Not ever."
61,1541229250136752128,328801479,"Some women have called for a sex strike in response to Roe v Wade being overturned.

Apparently my wife was an early adopter."
62,1540946000273104896,1436415385700605968,".@TheDemocrats are med because now they a tally have to do their job and write/pass legislation, something they've had 50yrs to do, instead of hiding behind the Judicial Branch. Once legislation is passed abortion won't be much of a fundraising issue. #Dobbs #RoeVsWade #"
63,1540630878711615488,431655910,"ABORTION:
If one person lossed his leg accidentally, the remaining persons do not wants to remove theirs legs ..... So please will think to stop abortion, and allow abortion for those who are in critical and dangerous conditions....."
64,1540458177808007169,1452862552887726085,"when you know about the divide and conquer agenda, the timing of roe vs wade makes a lot more sense."
65,1540381494278926337,1452862552887726085,so isn’t abortion still gonna be a state decision? This sounds like another reason for crybabies to start riots 🤦🏻‍♀️
66,1540365356887318534,1481709165311578114,roe v wade has been overturned. best day EVER
67,1540360115081158656,633014177,Glory be to God!! He will always win! Abortion is NOT and never has been a right! Millions of babies  will now have their right to life protected! #roeoverturned #scotus
68,1540350987571175424,1532586668758380544,If you still want an abortion you can still get one. ITS NOT BANNED
69,1541616351835525120,1532157691371585537,"An abortion by definition is the intention to end a pregnancy, which results in ending a human life. If the unborn child is already dead then it is not an abortion. #ectopicpregnancy"
70,1543278643736092679,18533884,As a Brit I've never understood why the US Catholic hierarchy has been so silent and passive in the Wade v Roe debate - doesn't the church disapprove of murder of the innocent  anymore?
71,1541344161848246272,18533884,"I'm a childless man so apparently have no right to comment on abortion but I would point out that no American woman is more than a bus ride away from a state that will allow her to
- gamble in casino
- buy a gun
- murder a gestating child beyond point of viability.
No problem."
72,1540627553228038145,18533884,"Why doesn't the Pope have a stern word with Joe Biden for his support of abortion on demand (in fact, as many times as you like)?
Surely being a Roman Catholic is about more than just supporting the IRA?"
73,1540624208774004737,18533884,"Woke hysteria at US Supreme Court Abortion decision is pathetic - Godless Californians will still be able to murder their unborn children ""on demand"" but those living in Utah and a few other states may have to take a Greyhound bus to do so. 🤬🤬"
74,1541574325815324672,1337608817362624512,"Until pregnant woman can claim the unborn on their taxes, men must get vasectomies as birth control, pay child support at conception &amp; viagra is no longer covered, bc your limp dick is God’s will, FUCK SCOTUS!"
75,1541530887971655683,19659965,"This abortion issue is truly humbling me , I have this fight response, I don’t like fighting with people, I regret it afterwards and thank you Jesus for forgiving me when I mess up ❤️🙏🏼✝️"
76,1541462235809292290,19659965,"Please pray for the state of South Carolina, Joe Cunningham who is running against incumbent Henry McMaster is for abortion, McMaster is against abortion"
77,1541061371810516994,19659965,"There is no such thing as a pastor who is “pro abortion,” that man isn’t a pastor, he’s a wolf."
78,1540720210130378752,19659965,"Lets remember this, do not condemn the woman who has had an abortion but show the woman love and compassion and let the light of Jesus Christ shine through ❤️✝️ for we are called to love all of our neighbors just as Christ loved us ❤️✝️"
79,1540454734657687554,19659965,"I am going to call this a God thing, there was a reason why I listened to podcast this week about Elizabeth in the Bible and now roe vs wade has been overturned!!"
80,1540416207156830212,19659965,"If you are for abortion, let me ask you this why are here? Everyone is here for a reason and I am thanking  Jesus today for right won today!!"
81,1541641340634677253,993738587316375553,What is abortion really about?  And why has the overturning of #RoeVsWade triggered so many foreign leaders?  What is happening with aborted fetuses?
82,1541173799357382656,1519343798261800961,"Abortion has never been a Constitutional right.  The document doesn't address it.

The 10th amendment says:

""The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people.""
More..."
83,1540724931519971329,993738587316375553,Abortion is NOT healthcare.  It's cold-blooded murder.
84,1540528102140428291,1519343798261800961,"✔️ ROE V WADE ✔️

#ItsNotYourBodyNotYourChoice 
#ItsNotYourBodyYourKilling 
Take responsibility for your actions.  Don't have sex if you don't want to get pregnant!  Use birth control! Abstain! 

Your actions have consequences. Make better choices."
85,1540456779288436736,285912341,Dear Liberals: Today’s new re: #RoeVWade did not outlaw abortion. It simply made it a state issue rather than a federal one. Don’t like your state’s stance? Move. Millions do.
86,1542248068770316289,3010258733,"Meet the Southern Baptist attorney who drafted the original legal argument leading to #SCOTUS 1973 decision in Roe V. Wade:

Linda Coffee, then a single 27 yr old recent graduate of @UTexasLaw was member of Park Cities Baptist Church in Dallas. @parkcitiesbap 

BP/1/29/73 #SBC"
87,1541803758283137024,1481052588598390784,"Sincere question:

So, if you can still order abortion pills through the 💌 📬 in a state that bans them does that mean you can order standard capacity 🔫 magazines through the  💌📬 in a state that bans them?
#SCOTUS"
88,1540354601450217479,23441575,"Nancy Pelosi, drunk as her husband, blames the overturning of Roe v Wade on DJT “packing the court.” There has never been a greater case for term-limits."
89,1541980991396483072,1374739358205493248,"demons love to torment people that love Jesus. i’m so tired of arguing with them about the wrongs of abortion. get away, Satan. my God is better"
90,1541957782861234177,1374739358205493248,"i don’t know what kind of religion you think you’re following when you support the murder of the unborn, but it’s definitely not Christianity"
91,1541595820365156362,1374739358205493248,"3 things that are choices:
1. having intercourse
2. using protection
3. checking your fertile window

1 thing that isn’t a choice:
1. killing an unborn baby"
92,1540843552179109888,1518941128602656769,"I keep seeing moms who are devastated that their daughters won’t have access to abortion. Here’s an idea, reach your daughters proper sex ed and to have some respect for their bodies. Let’s also teach personal responsibilities and consequences #RoeVsWade #ProLife"
93,1540726444103303168,455697544,"“Banning abortion will disproportionately affect gay people most.”
 - Alyssa Milano 
 @Alyssa_Milano 
#LiberalLogic #RoeVsWade"
94,1540399872511299586,1374739358205493248,expose the left for the demonic and evil communists that they are!! they will never support your life to live as shown by their support for gun control and abortion. pray for them. they’re screaming from the pits of hell today.
95,1542620885965733889,1403139506816094211,"To the males whom support abortion, i.e. the removal of a human from a soon to be not a mother:
You have no say in the rights of a woman's body, according to NARAL, and feminist females
You are violating the sacred trust between the baby she wants to eliminate and the female
cuck"
96,1542487859470417921,1403139506816094211,"My cat is pregnant, do I want to have all those kittens running around or do I make the cat get an abortion?
(asking for an abortion loving Leftist Communist)"
97,1542004528198733824,1539404590566629376,"Kapler will use Doval with a 4 run lead, but not here for a 4 out save. What a 🤡. Probably thinking about abortion and guns instead of baseball"
98,1541796570793779200,1541100910029307904,You wanna Roe my Wade? how bout I Roe your Wade first? 😂😂😂😜🤘
99,1541483887066583043,1403139506816094211,"""Everybody that's for abortion, has already been born."" - President Ronald Reagan"
100,1540665511855460353,1403139506816094211,"The SATANIC agenda of killing babies, selling their tissue and body parts through abortion clinics and their corporations just ended in several states automatically with several other states creating their own rules and laws"
101,1540500860073136129,1519003257938530304,Did the riots start yet? #RoeVWade
102,1540447946574946304,1484496150191394818,"Suddenly the democrats don’t mind insurrections 🤷‍♂️

#Dobbs #RoeVsWade #Abortion #DOSOMETHING"
103,1540344724804063238,1484496150191394818,"#Abortion bans are unconstitutional. 

#Gun bans are unconstitutional. 

Why can’t either party just leave constitutional rights alone? 

#AbortionRights #GunRights #SCOTUS"
104,1540343215991177218,1484496150191394818,"Democrats yesterday: states have the right to regulate guns. It’s constitutional. 

Democrats today: states have no right to regulate abortions. It’s unconstitutional.

#AbortionRights
#Abortion
#SCOTUS 
#RoeVsWade"
105,1542637778462248960,1269090721434386434,"Hey libs, would you rather have legal abortion, or a open   border ?
Can't  have both."
106,1542498464118046722,1269090721434386434,"Good morning. 
East TN 73 headed  to 89.
Cat's fed, meds taken,1st cup  ☕️. 
Have a great day. 
If you have had an abortion, GOD forgives you and loves you, you don't have to live with guilt...
🇺🇸 🇺🇲 ❤️ ❤️ 🇺🇸 🇺🇲 
Choose adoption over abortion!"
107,1542178157763215362,1165726448696680449,Serious question! Why is it that most women would rather have an abortion rather than getting their tubes tied? Ty for your response! Please keep answers respectful!
108,1541575013505138688,1269090721434386434,"Do people know abortion  is still legal,  just not in every state, this is how it used to be, before Jane Roe lied.."
109,1541242896581627904,1488203139631263753,"Seriously pro choicers, STFU and calm the F down!!! If you want to end your pregnancy that f’ng bad then go to a state that allows it!!!! Millions of immigrants walked hundreds of miles to the southern border, you can walk or drive to a blue state 🙄🙄 and get a damn abortion!"
110,1540744175640948736,1508127249697939458,"MY QUESTION ? Is AMERIKA, with is GAY PRIDE, IS ABORTION, IS RACIST, IS IMPERIAL VIEW of the world, IS DRUGS ADDICTS, IS GENDER MONSTER, is WAR CRIMES, with THEIR FREEMASSON AND ILLMINATIS, with their EVILS WORSHIPERS... GUILTY OR INNOCENT IN FRONT OF THE HOLY JUSTICE OF GOD ?"
111,1540705898816884737,1269090721434386434,Why are gay men worried  about abortion?
112,1540697919006953472,1269090721434386434,"Listen, we are not stupid, if a woman wants an abortion,  she can get one, it may be a little harder to do this, but you an still get one.
Pro tip: Use protection."
113,1540688438655037445,1269090721434386434,"What if the protestors mom would have had an abortion?
🤔"
114,1540476297960620032,1491414805819031552,"US Supreme Court overturns Roe v. Wade, ending 50 years of federal abortion rights

The Supreme Court in a 5-4 decision on Friday overturned Roe v. Wade, the landmark ruling that established the constitutional right to abortion in the U.S. in 1973."
115,1540457761548402688,1320072515918700544,"I am PRO CHOICE.  however the bottom line is, abortion is NOT listed anywhere in the constitution and Healthcare is not federally governed:
Is there any other medical procedure that is governed by federal law? Medical procedures are governed by state law."
116,1540452537475768324,1269090721434386434,"People that want an abortion,  will get one,somehow someway..."
117,1542323303376998402,1540567986532130817,I know we are all mad at each other over Roe V Wade but can we take a 2.5 second pause to join together and demand that Epstein’s client list be released??? Then we can get back to arguing #EpsteinClientList
118,1542213045505724422,1540773659811250176,"Dobbs will not be affecting precedents that don’t concern abortion. Here are screenshots from the Supreme Court Opinion on why abortion was inherently different from marriage, procreation, etc. 🧵 #Dobbs  #DobbsvJackson #Abortion"
119,1541935165026586624,1541616024696537089,Regardless of whether or not Justices Kavanaugh and Gorsuch lied to you @SenatorCollins the correct decision was reached.  I hope you and the @SenateGOP will defend the Supreme Court. As you know there will still be abortion services available.
120,1541565106236039168,3920346619,"I just saw a new NBC/PBS/MARIST poll that says that Democrats now lead Republicans by 7 points in the upcoming mid-terms because Roe vs Wade was overturned. You have to consider the source, but does anyone believe this shit? Could there have been some over sampling on the left?"
121,1541422212430696450,1520781033196584960,"The abortion ruling has exposed not only the left’s mindless vitriol against the court and particularly against Thomas, but a stunning ignorance of the Constitution, the Church, and a blind hatred for this country. Clearly the impact of the media’s propaganda is on display."
122,1541096289177182208,1520781033196584960,"The Warren court was the actual activist court. There was no prescient for abortion prior to RvW, they invented the right out of thin air. This court finally corrected that mistake and delegated this matter to the states as per the 10th Amendment where it should have been."
123,1540468008455241728,1520781033196584960,"Even though abortion was struck down at the federal level, the fight continues at the state level. So many hardened hearts! May the Lord turn those people’s hearts from stone to flesh!"
124,1540418737643438080,3920346619,"1/@JessicaTarlov , You have completely dismissed the psychological trauma associated with abortion. I understand you just had a baby. Please accept my congratulations! You said you haven’t had an abortion, but if you had, you cannot tell me it wouldn’t have affected you 1/"
125,1540343892796735488,1532082103344680961,"Finally, after 49 long years, and the deaths of tens of millions of innocent babies, Roe vs Wade has been overturned! #abortionismurder #babylivesmatter"
126,1541701035235745793,1540928597183016960,Okay several points type in Democrats and eugenics on blacks and its also nazi roots and futher more where it says in the constitution abortion is a woman's right cant use the 14 amendment cause you'll just look stupid I'll wait cause obviously very few woman are educated today😂
127,1541228205930975232,1540928597183016960,"Overturning of roe v wade now it's gay marriage and the NFA and bring America to the Golden age which will be like no other in history or recorded history a moral and value country, America back to the top and the world seeing what values can do and the line to not cross"
128,1541227016476717056,1540928597183016960,26 states out of 24 banning barbarism and barbaric child sacrificing abortion is not in the constitution or a constitutional right or federal law period it is anti American and anti human it's not normal to want to kill a unborn baby because your too stupid to take proper care
129,1542159892106121219,1541462297121640448,"Abortion tells us that we must kill our children in order to be successful. 
How inadequate and weak does the world think that women are?!  #womenempowerment"
130,1540437169956962304,1131915609770463233,"Maybe God will continue to endow this country, after all.  Although the SCOTUS decision doesn’t outlaw abortion, at least certain states may set a proper example for humankind.  🙏🏻🇺🇸"
131,1543156996522020865,1527676375985192960,Abortion is murder.
132,1542480470193086465,2607584795,Fetus literally means unborn child so that debunks your whole leftist theory that a fetus is not a child...
133,1542162102202568706,1527676375985192960,"Hey @elonmusk, I’m a pro-life Catholic from Aus. Thankful you’re not shutting down people from voicing their views here. I’ve noticed Tesla will provide funding for those seeking abortion. What’s your view on it and are you open to dialoguing on the topic?"
134,1542132443746078721,2607584795,"California has some of the most inhumane abortion reports and interesting enough, Hollywood is so pro-abortion. Disgusting. #prolife"
135,1542130631601262595,2607584795,Hollywood saying they want to stop film production in places that abortion is illegal is fine. the less that you are infiltrating our people and brainwashing them with your nonsense and garbage the better off we are. And I promise your woke bullshit projects won't get our $$
136,1541838233616752642,2607584795,Twitter suspended my account after a tweet about abortion.. so I'll say it again! Miscarriages are NOT abortion. We don't willfully kill our babies. We tried to carry them to full term but God needed them more. 🙏 ❤️ #ProLife
137,1541642924089294849,1525441481540001792,"I don't know who needs to hear this, but your life is not over once you have children.

#RoeVsWade #RoeVWade #AbortionBan #ProLife"
138,1540706216330100737,1525441481540001792,Abortion does NOT always need to be the answer. We need to start talking about all of the reasons why women opt for abortion and address those. Let's start with dismantling the existing narrative in society that tells women their lives are over when they have children.
139,1540363940366106625,1525441481540001792,"Millions of helpless human beings are slaughtered every year through abortion. If only more people would try to ""DO SOMETHING"" about that."
140,1542251875126452227,1541795980126949378,If a baby wasn’t a life you wouldn’t have to kill it to have the abortion.
141,1542189462926532610,1541795980126949378,"If love is love, then life is life. Born or unborn.#life"
142,1541231494206734340,1221900513123491841,Pray for mothers who feel like they have no choice but to get an “abortion.” Pray that God will help them see the truth for all its horror.
143,1540964390706487297,1221900513123491841,Abortion IS NOT A RIGHT.
144,1542691605609648129,880474190939344899,I’m really waiting for people to show me where in the Constitution it says abortion is a right.
145,1541975574452862980,1518864144035946496,If you can't see the obvious reasons these companies are willing to fund your abortion you probably shouldn't be reproducing anyway
146,1541569176782999553,880474190939344899,"If it was YOUR body, it would be YOUR body dying during the abortion."
147,1541218365913587712,880474190939344899,To those who are trying to justify abortion in certain situations: remember God can take a mess and turn it into a bless ❤️
148,1541080471148322818,880474190939344899,If your church mourned the overturn of Roe v Wade… it’s time for you to find a new one!
149,1540743414043385858,1518864144035946496,If you're upset about Roe v Wade just vote accordingly in your state elections. Welcome to democracy you baby killing freaks
150,1540726396888154112,1455216926406463492,Congrats #America for finally making abortion illegal! I wish #Canada followed suit. #ProLife #SavingLives #BabiesLivesMatter #JustinTrudeau #Culture #Society
151,1540675525370228737,1509975568502173700,Let's see in state where abortion was banned how many Planned Parenthoods stay open. They claimed that only 3% of their business was abortions. I'm calling bs.
152,1541957860229320705,1523635226353840130,I will not apologize for wanting abortion to banned
153,1541582165456179200,1523635226353840130,"If you cant accept my choice on abortion. Then dont expect me to accept yours. This is why america is screwed. No1 can respect another person decision, no matter how serious it is. This is not the 1800s or 1900s. Tis is the 21 century. Grow up"
154,1540742220105617408,848606819614326789,"All these ""people"" advocating 4 the murder of the unborn because they don't want 2 give birth R no better than animals.
Human beings evolved 2 the point we can control our sexual desires &amp; impulses.
Animals can't.
There. I said it."
155,1540648039362215936,1523635226353840130,I thought that I would never have to say this. But I'm going to. I'm going to piss some people off and i really don't give a flying fuck. I am against abortion and I  am so fucking tired of listening to a bunch of whiney ass shitheads bitch about women's rights taken away.
156,1540587307409051651,4789262422,"I have a niece whose son was born with only a brain stem. He wasn't supposed to live a year, but he made it 5 by God's grace. David was loved beyond measure and experienced a wonderful quality of life. Abortion was never considered. 1/2"
157,1540442554482794496,1523635226353840130,Just because you are fucking pissed off with the roe vs wade being overturned.Domt spue over how other people view it
158,1540381113528500224,4789262422,"Praise God, It's a glorious day for the rights of the unborn in America!!!"
159,1542402813824745473,1495765666053464065,"It's not ''abortion'', it's ABORINATION."
160,1542174366393421826,1495765666053464065,"Stella Creasy says women have a 'fundamental right to abortion'.
How vile.
And how meaningless.
For 'life, liberty and the pursuit of happiness' (Yes, life not death, Stella) substitute 'death, slavery and the pursuit of misery'.
There's a better way than this darkness."
161,1541922552758472704,1169431002772430848,"The baby's body, the baby's choice.

#abortion #RoeVsWade"
162,1541429162371682304,1540850492577927170,"Now, that Roe v Wade has been overturned, let's talk about paid pregnancy leave!"
163,1541369145102663681,4570559007,"Funny how those who voted for roe v wade were men, and women seemed to think that was a great advancement for feminism and women's rights. Now those who came to the verdict to strike roe v wade include 3 women, now it's a problem of the patriarchy?"
164,1541239678363668480,1073336923261976587,"The treatment for an ectopic pregnancy is NOT an abortion.
The treatment for miscarriage is NOT an abortion.
The treatment for septic uterus is NOT an abortion.
There's a difference between losing a child &amp; murdering a child.
Not a single pro-life law impacts these treatments."
165,1541191131265789952,1169431002772430848,Abortion is not birth control!
166,1540859482292600832,1457055573841641473,"A consistent life ethic consists of being pro social justice across the board. Meaning anti abortion, anti capital punishment, anti war, anti torture, anti poverty, anti violence against women. Its not a perspective influenced by the confines of North American partisan politics"
167,1540707060773298176,4570559007,"The amount of people saying ""abortion is a woman's right"" while saying calling mothers ""birthing persons"" and ""people who can get pregnant"" is atrocious. Not to mention, what about the rights of pre-born lives of babies, both boys and girls? I guess it's not convenient for you!"
168,1540420656503738368,1169431002772430848,"Democrats, wrong on slavery, wrong on abortion."
169,1541844388770217985,1445124163698524161,Number of women using contraception is rising and will continue. Abortion numbers rise in low income areas where contraception is not available. Preventing pregnancy is a woman’s heath care.
170,1540852230655381504,1445124163698524161,Let’s talk about the right and wrong of abortion and allow the legal system to deal with the abuse of children!
171,1540743630704582657,1433170813310619652,"Life is precious! Thank you God for the repeal of the morally bankrupt and legal disaster that was #RoeVsWade .  Just a reminder to the ghouls that want to scream that it it their choice, their body… it is not your body that you are killing with abortion. It is another human."
172,1540579324822073344,1329847777979842561,"Today is a great day in American history. We are one step closer to the eradication of the horrible sin and disgusting practice that is abortion, and one step closer to the safety of all children in America. One step closer. #banabortion"
173,1540444338601074689,1445124163698524161,"Recently, I was in Washington on vacation. Downtown Seattle, women stood on a corner passing out information to STOP the death of women from unsafe, do-it-yourself abortions.. I watched as they tried to persuade the horrors of a Roe vs.Wade turnover. ."
