,tweet_id,author_id,created_at,retweet_count,reply_count,like_count,quote_count,tweet_text,root_username
26,1543218128020070400,1274485502758940673,2022-07-02 13:00:47+00:00,11,0,16,0,"The United States has the worst maternity deaths of developed countries. 

Because we don't have ""health"" care anymore- we have insurance company care. 

By all means, ban abortion and kill more women.",NARAL
27,1543216449312854022,1274485502758940673,2022-07-02 12:54:07+00:00,9187,1043,32397,742,"A 10-year old sexual abuse victim was denied an abortion in Ohio because she was 6 weeks and 3 days pregnant. 

She should have been allowed an abortion because a) she's 10 years old, FFS. b) she was sexually abused. 

The Republican Party has normalized predatory cruelty.",NARAL
28,1542218836535033857,1271229734324666368,2022-06-29 18:49:58+00:00,92,15,1095,2,"When I had an abortion, I was being responsible. I recognized that I wasn’t ready to provide for another life, so I humanely terminated my pregnancy. It was an act of compassion to my future children and to myself in order to be able to offer all of us the best life I can.",NARAL
29,1542179633994399745,1274485502758940673,2022-06-29 16:14:11+00:00,36,3,84,1,"In May, Senate Democrats attempted to codify Roe v. Wade into federal law but failed when Manchin was the only Democrat to tank the bill.

All the GOP voted NO along with Manchin. 

Don't believe his BS ""alarm"" about how Kavanaugh and Gorsuch misled him. He's a 🤥🤥🤥",NARAL
30,1541903206606745600,360418115,2022-06-28 21:55:46+00:00,0,0,1,0,"Politicians telling people to simply “go vote” in November does absolutely nothing for the millions who need access to abortion care RIGHT NOW. It’s almost like our lawmakers still don’t understand how uteruses work.
We need protections NOW.",NARAL
31,1541898665492508673,360418115,2022-06-28 21:37:43+00:00,1,0,7,0,I’ve been seeing so much censorship around abortion on these platforms lately. Wish these companies would put the same energy into censoring disinformation that is destroying our democracy. 🙃,NARAL
32,1541792793453944833,1274485502758940673,2022-06-28 14:37:01+00:00,20,5,53,0,Republican MAGA argued for body autonomy on coronavirus vaccines and masks while cheering the overturning of Roe v Wade.,NARAL
33,1541788449379799040,1274485502758940673,2022-06-28 14:19:46+00:00,7,0,31,0,"Chief inJustice  Roberts would have rather slowly taken away abortion rights. 

While the other conservatives just ripped off the bandage. 

Either way, they are about injustice.",NARAL
34,1541410912581591042,1271229734324666368,2022-06-27 13:19:34+00:00,44,1,541,0,"My abortion story was all over Fox News that led to an onslaught of vile, hateful vitriol directed at our campaign.

If I wasn’t 11 years older &amp; tougher, I would’ve been scared &amp; hurt by these messages.

The PA “abortion champions” who are fundraising off this moment? Silent.",NARAL
35,1541101350838099968,1274485502758940673,2022-06-26 16:49:28+00:00,4,0,9,0,"President Biden called the SCOTUS decision to overturn Roe v. Wade a “tragic error” 

and implored voters to turn out in November to elect members of Congress willing to write abortion protections into law. 🌊🗳️🔊🔊",NARAL
36,1541083327729283073,1274485502758940673,2022-06-26 15:37:51+00:00,13,7,37,1,"4 out of 5 on the Extreme Court who voted to overturn Roe v Wade are conservative Catholics. 

You can bet they will receive a lifetime supply of Communion hosts by the Catholic church.",NARAL
37,1540764158701883393,1274485502758940673,2022-06-25 18:29:36+00:00,5,0,11,0,"How disappointing for the Extreme Court and Fox that they can't get us to play into their violent scheme after yesterday's abortion overturn. 

The ""Look Over There"" ploy almost worked on me. 

Calm, focus, eye on the target. 🎯🗳️🌊🔊🔊

We are watching January 6 Committee. 🔥",NARAL
38,1540463765644144640,1274485502758940673,2022-06-24 22:35:56+00:00,16,5,59,0,"Who is this anti-abortion bill going to affect most? 

Women of child-bearing years that vote.",NARAL
39,1540462382358466560,1274485502758940673,2022-06-24 22:30:27+00:00,1,0,14,1,"Musk says he's cutting costs at the Tesla factories. 

That means he won't be giving you time off to get an abortion.",NARAL
40,1540460253434613761,1274485502758940673,2022-06-24 22:21:59+00:00,21,4,31,0,"With the midterms coming up, remember Republicans can ban abortion in your state and even jail the involved parties. That means doctor and woman. 

Nothing has ever been mentioned about the other half of the fetus' genes.",NARAL
41,1540447888572002304,1274485502758940673,2022-06-24 21:32:51+00:00,7,4,32,0,"How many women have accused Trump of rape? 

He would have insisted on an abortion.",NARAL
42,1540418741866881024,1274485502758940673,2022-06-24 19:37:02+00:00,3,3,21,0,"The Republican party has no morals. 

But they want to ban abortion. This is going to affect their serial cheating somewhat. 

#AboveTheLaw",NARAL
43,1540415973764632576,1274485502758940673,2022-06-24 19:26:02+00:00,10,6,27,0,"There's absolutely no way that rich, powerful white men are only having sex with a woman they've been married to for over 20 years. 

I mean, come on, look at the GOP President, Trump. 

These guys are getting women pregnant as mistresses. 
And voting against abortion. right...",NARAL
44,1540370983869042694,1274485502758940673,2022-06-24 16:27:15+00:00,9,2,21,0,"Notice how the Extreme Court overturned Roe v. Wade a day after ruling for concealed weapons in NY? 

Protecting the gun lobby is an outrage. So is taking civil rights protections away from women.",NARAL
45,1540370306631475201,1274485502758940673,2022-06-24 16:24:34+00:00,10,7,33,0,I'd love to know how many Republican female politicians have had an abortion.,NARAL
46,1540367205199532032,1274485502758940673,2022-06-24 16:12:15+00:00,2,1,11,0,"A much safer solution to abortion clinics for early pregnancies is prescription abortions.

Sinema voted down affordable prescriptions. 

But today, she's all upset that American women lost their rights to pro-choice abortions.",NARAL
47,1540361337984888833,1274485502758940673,2022-06-24 15:48:56+00:00,16,17,52,4,"The majority of women who will be affected by the overturing of Roe v. Wade are low-income minority women of color. 

I just don't get it. What would the racist GOP want more colored babies in America when they are so paranoid that the white man is becoming extinct?",NARAL
48,1540343184324055042,1274485502758940673,2022-06-24 14:36:47+00:00,4,0,9,0,"$Scotu$ strikes down abortion rights while re-inventing the 2nd Amendment. 

Guess their creativity only went as far as the megarich Super Pacs would allow.",NARAL
49,1542982219249205249,1239216548147060736,2022-07-01 21:23:22+00:00,0,0,1,0,"#WeWontGoBack or “we won’t go back. Com”. For abortion bans maps for protests,",NARAL
50,1542292011570679811,19996308,2022-06-29 23:40:44+00:00,0,1,0,0,A spokesperson for the Delta abortion clinic in Baton Rouge tells me the Louisiana Dept. of Health paid the clinic a surprise visit today. This is in addition to AG Landry warning doctors in the state against performing abortions.,NARAL
51,1541491498927247360,19996308,2022-06-27 18:39:47+00:00,0,0,5,0,"Even if this temporary restraining order in response to the Louisiana trigger law doesn’t last very long, every day that abortion clinics can be open here helps.",NARAL
52,1541249921696862210,1239216548147060736,2022-06-27 02:39:51+00:00,2,15,29,1,"I’m mad at myself , I wasn’t feel good today with my lupus I was going to protest today against the abortion ban.",NARAL
53,1540704688252649473,1239216548147060736,2022-06-25 14:33:17+00:00,1,1,13,1,I’m so disgusted I can’t even watch the news. Instead of gun reform after so many mass shootings we are allowing for more people to get guns who will own one legally for I’ll intentions. Not to mention undoing Roe verses Wade.,NARAL
54,1540390976946044932,1331910890,2022-06-24 17:46:42+00:00,0,0,0,0,BIDEN adds another failure to His growing list.... 1) Gas 2) Inflation 3) Failing to raise the minimum wage. 4) Afghanistan and NOW 5) Roe vs. Wade overturned! All on His watch.,NARAL
55,1540342756186288128,379862907,2022-06-24 14:35:05+00:00,1,0,2,0,"“Yea, I overreacted in 2016.” Said no one who cried tears of rage and fear on Nov. 9, 2016. #VoteBlue2022 whatever your age, gender, religious belief: Your life and freedom depends on it (pro-tip; this is not and has never really been about abortion).",NARAL
56,1540736217297301507,1527829849431232513,2022-06-25 16:38:34+00:00,0,0,1,0,"This all came about bc the woke folks sued Mississippi over their 15wk abortion ban. You all wanted extreme abortion and instead got no abortion (in many states). Very apropos.
#RoeOverturned",NARAL
57,1540395107916156930,576054796,2022-06-24 18:03:07+00:00,0,2,1,0,"So since the Supremes have ruled that abortion rights are subject to the the individual state legislatures, how would the Supremes rules if individual states mandated abortion?",NARAL
58,1540363997119135748,1527829849431232513,2022-06-24 15:59:30+00:00,0,0,1,0,"Abortion should be up to the states. Roe v Wade was illegitimate from day 1 regardless of your opinion on abortion, so today is a great day for liberty.",NARAL
59,1540360215538700288,1204148399399849984,2022-06-24 15:44:28+00:00,1,0,22,0,"I’m not sorry for blasting the Twitter walls with different resources for abortion. Stay informed, be safe, and know I support you. I’m incredibly appalled, heartbroken, and so many other overwhelming emotions at the state of the US right now. I can’t put my feelings into words.",NARAL
60,1541624664589357056,1485565376163311618,2022-06-28 03:28:56+00:00,1,1,1,0,.@VP @SenAlexPadilla Do women have an Equal Rights Amendment? Abortion is legal throughout the world. Can we impeach justices who are limiting rights of women? 2nd Amendment: Where does it say AR-15s? Why do we have less democratic rights than other democracies? @AndrewYang @AOC,NARAL
61,1540646034556129281,1485565376163311618,2022-06-25 10:40:13+00:00,1,0,1,0,".@ZerlinaMaxwell In response to your last guest: I’m 80. We become feminists when our rights are usurped. I went to Nogales, Mexico, in 1969, for an abortion. I had 2 daughters born in 1965 &amp; ‘67 &amp; had just kicked out a cheating husband. The last 53 years I have run my own life.",NARAL
62,1540434238847127552,1294129039427244033,2022-06-24 20:38:37+00:00,1,1,8,0,"Abortion was legal in Washington state before Roe v Wade, has been legal here for more than 50 years, and remains legal now. Washington state has a long history of supporting the full spectrum of reproductive rights and will continue to do so.",NARAL
63,1542475586328821762,1299075820389044225,2022-06-30 11:50:12+00:00,2,1,8,0,"I don't like saying things like ""Texas Taliban"". The laws in states like Texas and Alabama on abortion are nothing compared to the Taliban in real life.",NARAL
64,1542331326224863234,213202420,2022-06-30 02:16:57+00:00,39,8,117,0,"I am a Lakota woman. 6 days ago, Roe v Wade was overturned, violating womens rights. Now Okla. v Castro-Huerta has violated tribal sovereignty. It feels like I have no country. America was founded on freedom. What happens now without it? I have nothing to celebrate on July 4.",NARAL
65,1540673970873290755,1299075820389044225,2022-06-25 12:31:13+00:00,3,0,17,0,I hope #RoeVsWade is the issue that gives Democrats the House. Polls show that outside the South significant shares of Republican voters say abortion should not be banned.,NARAL
66,1540443039763685379,213202420,2022-06-24 21:13:35+00:00,0,1,1,0,"Reasons I’m struggling with work today:
1. I ran out of coffee
2. Roe v wade
3. It’s Friday
4. An adrenaline-surging incident involving toilet paper and the lack thereof
5. I ran out of coffee
6. It’s Friday",NARAL
67,1540436413438722049,1195960272,2022-06-24 20:47:15+00:00,0,0,11,0,The states where #RoeVWade remains legal today need to immediately stop allowing their tax dollars to go to states where #RoeVWade has been overturned. See how quickly they come begging.,NARAL
68,1542946912994836480,211765591,2022-07-01 19:03:05+00:00,1,0,1,0,"Abortion bans are manipulative:

Restrict a woman’s right to control
her own body until a fetus becomes 
a baby, but do nothing to make the
world safer for the child or mother.",NARAL
69,1542885107043794944,211765591,2022-07-01 14:57:29+00:00,0,0,2,0,"Abortion bans are a form of 
domestic abuse on women.",NARAL
70,1542559129302097922,211765591,2022-06-30 17:22:10+00:00,0,0,0,0,"There is no blue wave. 
There will either be a republican
majority or a democratic majority. 

Your vote will decide. 

You have these topics to consider:
Abortion, democracy, human rights,
social security, healthcare, climate,
guns, issues that matter to you.
#VoteBlueDownBallot",NARAL
71,1542555411005554690,211765591,2022-06-30 17:07:23+00:00,0,0,1,0,"There’s no blue wave. 
There will either be a republican
majority or a democratic majority. 

Your vote will decide. 

You have these topics to consider:
Abortion, democracy, human rights,
social security, healthcare, climate,
guns, issues that matter to you.
#VoteBlueDownBallot",NARAL
72,1542260077960351746,211765591,2022-06-29 21:33:51+00:00,0,0,2,0,"Women in red states: Please get
acquainted with burner phones. #AbortionIsHealthcare #RoeVWade",NARAL
73,1542248734335111169,211765591,2022-06-29 20:48:46+00:00,0,1,5,0,"Abortion bans also restrict a 
woman’s ability to succeed.
#AbortionRightsAreHumanRights",NARAL
74,1542231876538081282,211765591,2022-06-29 19:41:47+00:00,0,0,1,0,"Why does the gop want to 
restrict my ability to get an 
abortion, but does not want 
to restrict my ability to get a
weapon that could take the
lives of many actual people?
#RoeVWade #GunControl",NARAL
75,1542172615812567042,211765591,2022-06-29 15:46:18+00:00,0,0,0,0,"#RoeVWade #AbortionIsHealthcare 

Christianity subjugates all women.",NARAL
76,1542168346241765376,211765591,2022-06-29 15:29:20+00:00,3,0,6,0,"If it can’t function 
outside of my body,
then it’s a part of my body. 
#RoeVWade #AbortionIsHealthcare",NARAL
77,1542025293854023680,211765591,2022-06-29 06:00:54+00:00,1,0,1,0,#RoeVWade was the compromise.,NARAL
78,1541968781173563393,211765591,2022-06-29 02:16:20+00:00,0,0,3,0,"Keep working:
Register yourself.
Register voters.
Find the rules.
Know the rules.
Inspire voters.
Support voters.
#J6Committee #SCOTUS 
#RoeVWade #GunControl",NARAL
79,1541802419377537026,211765591,2022-06-28 15:15:16+00:00,0,0,3,0,"An abortion ends a pregnancy by 
removing a fetus from a woman’s
body, not a baby. She’s the risk-taker,
so she gets to be the decision-maker.
#RoeVWade #SpeakOut #VoteBlue",NARAL
80,1541457975478476802,211765591,2022-06-27 16:26:34+00:00,0,0,2,0,"#VoteBlueForWomen #RoeVWade 
Abortions give women more freedom.
That’s why conservatives ban them.",NARAL
81,1541457465803423746,211765591,2022-06-27 16:24:33+00:00,0,0,3,0,"Don’t let your guard down. 
The gop is trying to kill you. 
#FightBack #RoeVWade",NARAL
82,1541453104528461825,211765591,2022-06-27 16:07:13+00:00,0,0,3,0,"Volunteer to work at the polls.
Learn the rules inside/out and
be ready to fight for a voter to
cast and count that vote. 
#FightBack #RoeVWade",NARAL
83,1541433560049000449,211765591,2022-06-27 14:49:33+00:00,0,0,1,0,"#RoeVWade  #Organize  #VoteBlue
We have daughters. They had rights.",NARAL
84,1541433405522563072,211765591,2022-06-27 14:48:56+00:00,0,0,0,0,"#RoeVWade  #Organize  #VoteBlue
You have daughters. They had rights.",NARAL
85,1541429208878141441,211765591,2022-06-27 14:32:16+00:00,0,1,0,0,"#RoeVWade 
Fuck disillusionment. 
As long as you breath, you fight. 
#StandUp #Organize #VoteBlue",NARAL
86,1541290232280190976,211765591,2022-06-27 05:20:01+00:00,0,0,2,0,"No more games or distractions.
Voting, litigating, and legislating
are the very top priorities now. 
#FightBack #RoeVWade #VOTE",NARAL
87,1541276221014671360,211765591,2022-06-27 04:24:21+00:00,0,0,0,0,"Men, wake up. Abortion bans are 
going to ruin your lives as well. Not 
to mention they’re a step towards 
bans on contraception and a step
towards genocide of PoC, LGBTQ. 
#ShowUp #SpeakUp #VoteUp",NARAL
88,1540575838332223488,211765591,2022-06-25 06:01:17+00:00,0,0,2,0,"Other religions no longer have a 
place in America. Extreme christian mandates will silence science, human
rights, and democracy. We’ll have a
genocide, but it won’t be by abortion
as the fascist minority feigned it to be. 
#AbortionisHealthcare #VoteBlue",NARAL
89,1540573767830831105,211765591,2022-06-25 05:53:03+00:00,0,0,1,0,"To the #AbortionIsNotHealthcare,
#AbortionIsGenocide,
#AbortionIsWrong.
You have not saved anyone. You have
only sentenced women and families to
poverty, pain, despair, death. Domestic
abuse and destitution will flourish and
destroy parents, their children.
#RoeVWade #AbortionBan",NARAL
90,1540567988616708096,211765591,2022-06-25 05:30:05+00:00,1,1,3,0,"We no longer have religious freedom 
in America. We only have a mandated religion that everyone must follow. #RoeVWade #AbortionIsHealthcare",NARAL
91,1540566400607178752,211765591,2022-06-25 05:23:46+00:00,0,0,0,0,"Guns above women, lgbtq, schools.
It’s all leading to a vile subjugation. 
But of whom?  
You or me? 
#RoeVWade 
#VoteBlueIn2022",NARAL
92,1540534784514031618,211765591,2022-06-25 03:18:09+00:00,0,0,0,0,"Innocent moms, daughters, wives
will die in the name of “pro-life.”
#RoeVWade #AbortionIsHealthcare",NARAL
93,1540532988747956225,211765591,2022-06-25 03:11:00+00:00,0,0,2,0,"Women’s healthcare is going deep underground, again. #RoeVWade",NARAL
94,1540515865929605120,211765591,2022-06-25 02:02:58+00:00,0,0,2,0,"Republicans aren’t saving lives, 
they’re torturing and oppressing 
other human beings:  women. 
#RoeVWade #VoteBlueIn2022",NARAL
95,1540469103978287106,1068787774919241728,2022-06-24 22:57:09+00:00,0,3,14,0,"I got covid and apparently while I was suffering they fucking overturned Roe vs. Wade?

And that spineless man in charge of our government had the *balls* to tell us to vote??? And to protest *peacefully*?????

I am fucking floored by how vacuous the sensibility is that",NARAL
96,1540343301450084355,14346303,2022-06-24 14:37:15+00:00,4,0,19,0,Roe vs. Wade has been overturned. A sad day for America.,NARAL
97,1541073553147281413,345033047,2022-06-26 14:59:01+00:00,0,1,0,0,"My own personal deity, one who unsurprisingly sees things as I do, understands overpopulation presents a far greater threat to His/Her/Its children than does abortion, so the decision doesn't even hold up on religious grounds.",NARAL
98,1540344355407421441,1399413123271073798,2022-06-24 14:41:27+00:00,0,0,5,0,stop using “the word ‘abortion’ is nowhere in the constitution!!!” as a ~witty retort~ when the word “woman” is literally nowhere in the constitution challenge!!!!,NARAL
99,1541546107527987202,1430338785489965057,2022-06-27 22:16:47+00:00,0,1,0,0,Now that Roe V Wade is overturned and trigger laws are going into effect. Black lives will be saved. White lives will be saved. Women’s lives will be saved. Men’s lives will be saved.,NARAL
100,1541169413466066944,1430338785489965057,2022-06-26 21:19:56+00:00,0,0,0,0,Roe V. Wade? More like Roe V. Slayed 💅,NARAL
101,1541088788063129601,1430338785489965057,2022-06-26 15:59:33+00:00,0,0,0,0,Abortion is the product of a greater cultural issue. “Hookup culture” encourages meaningless intimacy for the “empowerment” of the self. Nothing about abortion is beneficial to society.,NARAL
102,1540402207232823297,1533975346793664512,2022-06-24 18:31:20+00:00,0,1,0,0,"The Republicans are just flexing with striking down Roe v. Wade. People said “don’t worry, we’re safe, they can’t strike it down.” 

They’re just getting started. Next will be LGBTQ rights. Happy fucking pride.",NARAL
103,1540391796731256833,1430338785489965057,2022-06-24 17:49:58+00:00,0,0,1,0,"wow. it's gone. I can't believe it. Although this is an amazing moment to celebrate…this does not mean the fight to end
abortion is over. Now, it will go to the states to regulate abortions. I pray that I will see the complete erasure of abortion in America in my lifetime.",NARAL
104,1540370771134103552,2882622839,2022-06-24 16:26:25+00:00,2,0,17,0,"Absolutely sickened by the overturning of Roe Vs Wade. There aren’t enough words to express our collective rage and sorrow. Sending warmth to American women today and a pox on the religious, power hungry monsters that did this. #prochoice #RoeOverturned #NeverVoteConservative",NARAL
105,1542253152941920257,983090569281814528,2022-06-29 21:06:19+00:00,0,0,3,0,Christians squawking about their religious liberties (to take away other people's rights) while taking away the liberties of Jewish sects who believe the mom has a right to abortion if the pregnancy would threaten her physical OR mental wellbeing. INTERESTING 🤔,NARAL
106,1541877418016657408,983090569281814528,2022-06-28 20:13:17+00:00,0,1,8,0,"I'm so lucky to live in a state that didn't criminalize abortion and most likely won't criminalize same sex marriage when SCOTUS comes for Obergefell, it nonetheless upsets me that right across the border from WSU, Idahoans are having their rights taken away right now...",NARAL
107,1541118676782522369,1534886457785077764,2022-06-26 17:58:19+00:00,0,1,1,0,"I'd like to address full-term abortions. As a healthcare professional, I find it offensive when a full-term abortion is characterized by ignorant people as something that a  woman chooses because all of a sudden she decides she doesn't want the baby.",NARAL
108,1540440092166082560,983090569281814528,2022-06-24 21:01:52+00:00,1,0,5,0,Love how @SpeakerPelosi Nancy Pelosi (and colleagues) supports forced birth democrat Henry Cuellar over Jessica Cisneros in Texas but has a very sad poem to read for us when roe v wade gets overturned,NARAL
109,1540412848173490176,42074109,2022-06-24 19:13:37+00:00,0,1,0,0,"While I’m not one of the 1 in 4 women who have accessed #abortion, I do have an abortion story. Once upon a time, I was an unmarried teenager, pregnant from a 1-night stand. After I confirmed my pregnancy, I realized I could get an abortion &amp; not upend my &amp; my family’s life.",NARAL
110,1540367841748082689,42074109,2022-06-24 16:14:46+00:00,1,0,0,0,"Women’s rights, their status as free &amp; equal citizens, is no longer - #SCOTUS dissent #IDissent #roevwade #AbortionIsEssential",NARAL
111,1540364276753260545,42074109,2022-06-24 16:00:36+00:00,0,0,0,0,“We need to have HOPE &amp; we need to hang on to this anger because we use that anger to fuel change” - @SenWarren #SCOTUS #roevwade #AbortionIsEssential,NARAL
112,1540353549023838208,42074109,2022-06-24 15:17:59+00:00,0,0,1,0,"The Supreme Court robes are no longer black; they’re red &amp; blue - Chuck Todd, NBC News #SCOTUS #RoevWade",NARAL
113,1540353382078001152,42074109,2022-06-24 15:17:19+00:00,0,0,0,0,"If “life begins at conception,” will child support start at the same time? #SCOTUS #roevwade #AbortionIsEssential",NARAL
114,1540353294496739328,42074109,2022-06-24 15:16:58+00:00,0,0,0,0,"Enforcement?
Privacy laws?
Support for a child after it’s born?
WTH???
#SCOTUS #roevwade #AbortionIsEssential",NARAL
115,1540353187164499968,42074109,2022-06-24 15:16:32+00:00,0,1,0,0,"At the moment of conception, pregnant people no longer have a real right to their health &amp; choices #SCOTUS #RoeVWade #AbortionIsEssential",NARAL
116,1541235052348149761,1522331394726322177,2022-06-27 01:40:45+00:00,0,0,1,0,"Roe v. Wade is not just about pro-choice or pro-abortion. 

These changes to women’s body autonomy means people trying to get pregnant via IVF will not have access to necessary healthcare.

You can’t be pro-life and deny women access to fertility and necessary healthcare.",NARAL
